OP;Ref;Coleccion;UndProg;UndCort;FechaCorte;Estado de integracion;Bodega Despacho;InvPlanta;NombrePlanta;FSalidaConf;FEntregaConf;Proceso;InvBPT;Saldo BPT;Descripcion;Cuento;Genero;Tipo Tejido; pvp ; TEMPLO DE LA MODA ; BARRANCA ; VALOR FACTURACION  
4305;805220;LINEA UNIVERSO;17;17;13/12/2025;Ok;17;0;;;;;0;17;BLUSAS;INTIMA;DAMA;PUNTO; $ 39.900 ; $ 12.502 ; $ 11.052 ; $ 205.139 
4321;803055;LINEA UNIVERSO;5;5;24/12/2025;Ok;0;0;;;;;0;5;BLUSAS;BASICO;DAMA;PUNTO; $ 12.900 ; $ 7.815 ; $ 6.895 ; $ 37.695 
4323;FS1318;MODA UNIVERSO 2025;290;291;18/12/2025;No;0;291;G & H DENIM TEX S.A.S;05-mar-26;18-mar-26;LAVANDERIA;0;291;FALDA SHORT;ESPECIALES;DAMA;INDIGO; $ 79.990 ; $ 38.837 ; $ 34.387 ; $ 10.913.082 
4336;MB7508;MODA UNIVERSO 2025;396;372;21/01/2026;No;0;372;CERON VELASCO ANGELICA ALEXANDRA;21-feb-26;21-feb-26;BOTON;0;372;BLUSAS;MODAFRESCA;DAMA;PUNTO; $ 26.990 ; $ 12.429 ; $ 10.987 ; $ 4.462.661 
4345;MS0406;MODA UNIVERSO 2025;306;358;13/01/2026;No;0;358;POSSO OROZCO YOMARA;20-mar-26;06-abr-26;CONFECCION;0;358;SHORT;MODAFRESCA;DAMA;PUNTO; $ 42.990 ; $ 19.756 ; $ 17.464 ; $ 6.826.487 
4359;FS1327;MODA UNIVERSO 2025;380;416;13/01/2026;No;0;416;GOMEZ FLOREZ ROLANDO ANCISAR;17-mar-26;31-mar-26;TERMINACION;0;416;FALDA SHORT;ESPECIALES;DAMA;INDIGO; $ 74.990 ; $ 38.082 ; $ 33.718 ; $ 15.297.485 
4417;FS1328;MODA UNIVERSO 2025;308;322;19/01/2026;No;0;322;GOMEZ FLOREZ ROLANDO ANCISAR;30-mar-26;10-abr-26;TERMINACION;0;322;FALDA SHORT;ESPECIALES;DAMA;INDIGO; $ 79.990 ; $ 38.269 ; $ 33.884 ; $ 11.899.027 
4418;U24500;MODA UNIVERSO 2025;404;408;21/01/2026;No;0;408;MAGIN ZAPATA SORELENA;05-mar-26;10-abr-26;CONFECCION;0;408;CONJUNTOS;URBANO;HOMBRE;PUNTO; $ 69.990 ; $ 31.467 ; $ 27.816 ; $ 12.391.654 
4419;U24431;MODA UNIVERSO 2025;406;411;21/01/2026;No;0;3;BECERRA GARCIA YESENIA;03-feb-26;26-feb-26;CONFECCION;411;0;CAMISETAS;DEPORTIVO;HOMBRE;PUNTO; $ 36.990 ; $ 15.329 ; $ 13.551 ; $ -   
4423;U24470;MODA UNIVERSO 2025;312;400;19/01/2026;No;0;400;GIRALDO CANO MILENA DEL CARMEN;18-feb-26;27-mar-26;CONFECCION;0;400;PANTALONETAS;DEPORTIVO;HOMBRE;PUNTO; $ 48.990 ; $ 21.930 ; $ 19.386 ; $ 8.466.720 
4424;U24466;MODA UNIVERSO 2025;308;414;19/01/2026;No;0;1;RICO TORRES DIANAMILE;28-ene-26;18-feb-26;CONFECCION;414;0;BUSOS;DEPORTIVO;HOMBRE;PUNTO; $ 45.990 ; $ 19.497 ; $ 17.235 ; $ -   
4472;DD0006;LINEA UNIVERSO;504;529;16/01/2026;No;0;529;HERNANDEZ RAMIREZ NATIA GINARY;13-mar-26;13-mar-26;TRANSFER;0;529;PANTALONETA PROMOCIO;DEPORTIVO;HOMBRE;PUNTO; $ 43.990 ; $ 17.817 ; $ 15.751 ; $ 9.097.319 
4473;DD0006;LINEA UNIVERSO;486;560;26/01/2026;No;0;560;RAMIREZ PINEDA MARIA YULY;21-feb-26;21-feb-26;TRANSFER;0;560;PANTALONETA PROMOCIO;DEPORTIVO;HOMBRE;PUNTO; $ 43.990 ; $ 17.817 ; $ 15.751 ; $ 9.630.432 
4474;DD0006;LINEA UNIVERSO;540;540;19/01/2026;No;0;540;HERNANDEZ RAMIREZ NATIA GINARY;24-mar-26;24-mar-26;TRANSFER;0;540;PANTALONETA PROMOCIO;DEPORTIVO;HOMBRE;PUNTO; $ 43.990 ; $ 17.817 ; $ 15.751 ; $ 9.286.488 
4480;MB6110;LINEA UNIVERSO;408;438;30/01/2026;No;0;2;BOTERO AGUDELO JEYSON;06-mar-26;27-mar-26;CONFECCION;0;438;BLUSAS;MODAFRESCA;DAMA;PUNTO; $ 49.990 ; $ 19.909 ; $ 17.600 ; $ 8.416.739 
4484;5028LB;LINEA UNIVERSO;540;312;11/03/2026;No;0;312;CASTRO CASTAÑO ROSA MARIA;16-mar-26;10-abr-26;CONFECCION;0;312;PANTALONES;BASICO;DAMA;PLANO; $ 49.990 ; $ 22.241 ; $ 19.661 ; $ 6.697.704 
4494;DD0003;LINEA UNIVERSO;504;528;19/01/2026;No;0;528;HERNANDEZ RAMIREZ NATIA GINARY;21-feb-26;21-feb-26;TRANSFER;0;528;SHORT;DEPORTIVO;DAMA;PLANO; $ 36.990 ; $ 15.864 ; $ 14.024 ; $ 8.084.736 
4495;DD0003;LINEA UNIVERSO;432;432;16/01/2026;No;0;432;HERNANDEZ RAMIREZ NATIA GINARY;13-mar-26;13-mar-26;TRANSFER;0;432;SHORT;DEPORTIVO;DAMA;PLANO; $ 36.990 ; $ 15.864 ; $ 14.024 ; $ 6.614.784 
4496;DD0003;LINEA UNIVERSO;504;384;19/01/2026;No;0;384;HERNANDEZ RAMIREZ NATIA GINARY;13-mar-26;13-mar-26;TRANSFER;0;384;SHORT;DEPORTIVO;DAMA;PLANO; $ 36.990 ; $ 15.864 ; $ 14.024 ; $ 5.879.808 
4508;803055;LINEA UNIVERSO;7;7;15/01/2026;Ok;7;0;;;;;0;7;BLUSAS;BASICO;DAMA;PUNTO; $ 12.900 ; $ 7.815 ; $ 6.895 ; $ 52.773 
4510;803055;LINEA UNIVERSO;6;6;15/01/2026;Ok;6;0;;;;;0;6;BLUSAS;BASICO;DAMA;PUNTO; $ 12.900 ; $ 7.815 ; $ 6.895 ; $ 45.234 
4512;803055;LINEA UNIVERSO;9;9;15/01/2026;Ok;9;0;;;;;0;9;BLUSAS;BASICO;DAMA;PUNTO; $ 12.900 ; $ 7.815 ; $ 6.895 ; $ 67.851 
4521;P12981;MODA UNIVERSO 2026 1;470;491;16/01/2026;No;0;0;;;;;491;0;JEANS;ESPECIALES;DAMA;INDIGO; $ 59.990 ; $ 31.169 ; $ 27.597 ; $ -   
4528;P12983;MODA UNIVERSO 2026 1;721;649;19/01/2026;No;0;649;GOMEZ FLOREZ ROLANDO ANCISAR;30-mar-26;10-abr-26;TERMINACION;0;649;JEANS;ESPECIALES;DAMA;INDIGO; $ 59.990 ; $ 31.552 ; $ 27.937 ; $ 19.773.408 
4536;U23275;LINEA UNIVERSO;357;320;02/02/2026;No;0;320;GIRALDO CANO MILENA DEL CARMEN;26-feb-26;31-mar-26;CONFECCION;0;320;PANTALONES;URBANO;HOMBRE;PUNTO; $ 36.900 ; $ 15.508 ; $ 13.709 ; $ 4.789.856 
4537;U23275;LINEA UNIVERSO;336;327;02/02/2026;No;0;327;GIRALDO CANO MILENA DEL CARMEN;26-feb-26;15-abr-26;CONFECCION;0;327;PANTALONES;URBANO;HOMBRE;PUNTO; $ 36.900 ; $ 15.508 ; $ 13.709 ; $ 4.894.634 
4538;U23275;LINEA UNIVERSO;350;296;02/02/2026;No;0;296;GIRALDO CANO MILENA DEL CARMEN;26-feb-26;22-abr-26;CONFECCION;0;296;PANTALONES;URBANO;HOMBRE;PUNTO; $ 36.900 ; $ 15.508 ; $ 13.709 ; $ 4.430.617 
4595;805514;MODA UNIVERSO 2025;528;588;27/01/2026;No;0;588;KIUTTY BEAUTTY S.A.S;13-feb-26;27-feb-26;ESTAMPADO;0;588;BLUSAS;INTIMA;DAMA;PUNTO; $ 24.900 ; $ 10.778 ; $ 9.528 ; $ 6.116.964 
4598;MB1033;LINEA UNIVERSO;231;203;26/01/2026;No;0;203;GAVIRIA ROJAS LAURA KATERINE;18-mar-26;06-abr-26;CONFECCION;0;203;SOBREPUESTOS;MODAFRESCA;DAMA;PUNTO; $ 36.900 ; $ 15.724 ; $ 13.900 ; $ 3.080.890 
4611;U24490;MODA UNIVERSO 2025;320;322;19/03/2026;No;0;322;GOMEZ VALENCIA LUZ ENEIDA;31-mar-26;15-abr-26;CONFECCION;0;322;PANTALONETAS;DEPORTIVO;HOMBRE;NA; $ 50.990 ; $ 23.401 ; $ 20.686 ; $ 7.272.853 
4612;U24494;MODA UNIVERSO 2025;228;244;19/03/2026;No;0;244;ALBAN CERON LUZ JENNY;30-mar-26;13-abr-26;CONFECCION;0;244;CAMISETAS;DEPORTIVO;HOMBRE;NA; $ 44.990 ; $ 19.703 ; $ 17.418 ; $ 4.640.270 
4615;GP0006;LINEA UNIVERSO;568;584;02/02/2026;No;0;584;POWERTEX S.A.S;10-abr-26;04-may-26;CONFECCION;0;584;PIJAMAS;BOGOTA;DAMA;PUNTO; $ 34.990 ; $ 16.351 ; $ 14.478 ; $ 9.220.834 
4619;DD0014;MODA UNIVERSO 2025;396;405;16/02/2026;No;0;0;;;;;405;0;PANTALONETA PROMOCIO;DEPORTIVO;HOMBRE;PLANO; $ 45.990 ; $ 21.041 ; $ 18.600 ; $ -   
4621;DD0014;MODA UNIVERSO 2025;351;270;12/02/2026;No;0;270;VANEGAS ZUÑIGA DAGO;18-feb-26;27-mar-26;CONFECCION;0;270;PANTALONETA PROMOCIO;DEPORTIVO;HOMBRE;PLANO; $ 45.990 ; $ 21.041 ; $ 18.600 ; $ 5.483.349 
4626;MB7525;MODA UNIVERSO 2026 1;198;192;30/01/2026;No;0;192;GARCIA YANDY JOHANA MARIA;07-abr-26;16-abr-26;CONFECCION;0;192;BLUSAS;MODAFRESCA;DAMA;PUNTO; $ 32.990 ; $ 13.111 ; $ 11.590 ; $ 2.429.702 
4627;MB7503;MODA UNIVERSO 2026 1;198;192;30/01/2026;No;0;0;;;;;0;192;BLUSAS;MODAFRESCA;DAMA;PUNTO; $ 39.990 ; $ 17.492 ; $ 15.463 ; $ 3.241.594 
4633;140425;LINEA UNIVERSO;350;365;02/02/2026;No;0;365;RAMIREZ TABIMA SANDRA LUISA;02-mar-26;30-mar-26;CONFECCION;0;365;JARDINERAS, BRAGAS,;BASICO;DAMA;PLANO; $ 44.900 ; $ 19.437 ; $ 17.183 ; $ 6.847.692 
4634;140425;LINEA UNIVERSO;420;415;30/01/2026;No;415;0;;;;;0;415;JARDINERAS, BRAGAS,;BASICO;DAMA;PLANO; $ 44.900 ; $ 19.437 ; $ 17.183 ; $ 7.785.732 
4636;MS0528;MODA UNIVERSO 2026 1;210;209;06/02/2026;No;0;207;COLLAZOS ARCILA YAMILETH;10-mar-26;27-mar-26;BOTON;0;209;SHORT;MODAFRESCA;DAMA;PLANO; $ 59.990 ; $ 24.491 ; $ 21.650 ; $ 4.940.488 
4637;601109;MODA UNIVERSO 2026 1;210;209;06/02/2026;No;0;209;COLLAZOS ARCILA YAMILETH;08-abr-26;30-abr-26;CONFECCION;0;209;FALDA SHORT;BASICO;DAMA;PLANO; $ 52.990 ; $ 22.558 ; $ 19.942 ; $ 4.550.599 
4651;MB7532;MODA UNIVERSO 2026 1;295;298;05/02/2026;No;0;296;NUÑEZ RAMIREZ CAROLINA;13-abr-26;17-abr-26;BOTON;0;298;BLUSAS;MODAFRESCA;DAMA;PLANO; $ 49.990 ; $ 20.353 ; $ 17.992 ; $ 5.854.121 
4678;CJ0008;LINEA UNIVERSO;264;150;10/03/2026;No;0;150;LOPEZ MUÑOZ OSCAR EDUARDO;24-mar-26;20-abr-26;CONFECCION;0;150;CONJUNTOS;BASICO;DAMA;PUNTO; $ 72.900 ; $ 42.898 ; $ 37.922 ; $ 6.210.780 
4683;DD3001;LINEA UNIVERSO;576;293;19/02/2026;No;0;293;HERNANDEZ RAMIREZ NATIA GINARY;24-mar-26;24-mar-26;TRANSFER;0;293;PANTALONETA PROMOCIO;DEPORTIVO;NIÑO;PUNTO; $ 37.990 ; $ 17.024 ; $ 15.050 ; $ 4.814.517 
4684;DD3001;LINEA UNIVERSO;432;444;19/02/2026;No;0;444;HERNANDEZ RAMIREZ NATIA GINARY;24-mar-26;24-mar-26;TRANSFER;0;444;PANTALONETA PROMOCIO;DEPORTIVO;NIÑO;PUNTO; $ 37.990 ; $ 17.024 ; $ 15.050 ; $ 7.295.719 
4686;P12982;MODA UNIVERSO 2025;580;587;03/02/2026;No;0;587;GOMEZ FLOREZ ROLANDO ANCISAR;14-abr-26;14-abr-26;TERMINACION;0;587;JEANS;ESPECIALES;DAMA;INDIGO; $ 59.990 ; $ 31.435 ; $ 27.833 ; $ 17.818.033 
4687;P12980;MODA UNIVERSO 2025;540;246;30/01/2026;No;0;246;GOMEZ FLOREZ ROLANDO ANCISAR;13-abr-26;24-abr-26;TERMINACION;0;246;JEANS;ESPECIALES;DAMA;INDIGO; $ 59.990 ; $ 31.538 ; $ 27.925 ; $ 7.491.709 
4688;P12983;MODA UNIVERSO 2026 1;546;558;03/02/2026;No;0;0;;;;;558;0;JEANS;ESPECIALES;DAMA;INDIGO; $ 59.990 ; $ 31.552 ; $ 27.937 ; $ -   
4692;MS0416;MODA UNIVERSO 2026 1;198;0;;No;0;0;;;;;0;0;SHORT;MODAFRESCA;DAMA;NA; $ 41.990 ; $ 19.022 ; $ 16.815 ; $ -   
4697;MB0388;MODA UNIVERSO 2026 1;576;560;05/02/2026;No;0;560;VILLALTA PEREZ NEICHAR SOLANGY;14-feb-26;11-mar-26;CONFECCION;0;560;BLUSAS PROMOCION;MODAFRESCA;DAMA;PUNTO; $ 26.990 ; $ 12.711 ; $ 11.237 ; $ 6.870.528 
4707;GB0031;LINEA UNIVERSO;504;672;07/02/2026;No;0;672;CESPEDES PITA LUZ FAYZULLY;09-feb-26;27-feb-26;CONFECCION;0;672;BLUSAS;BOGOTA;DAMA;PUNTO; $ 18.990 ; $ 9.223 ; $ 8.166 ; $ 5.984.765 
4710;MB0950;LINEA UNIVERSO;660;675;07/02/2026;No;0;675;VERA CARDONA LUZ ENEIDA;10-mar-26;31-mar-26;CONFECCION;0;675;BLUSAS;MODAFRESCA;DAMA;PUNTO; $ 29.990 ; $ 12.851 ; $ 11.361 ; $ 8.372.700 
4713;U24144;LINEA UNIVERSO;308;196;15/03/2026;No;0;196;PARRA  SONIA;24-mar-26;16-abr-26;CONFECCION;0;196;PANTALONETAS;DEPORTIVO;HOMBRE;PLANO; $ 45.900 ; $ 21.068 ; $ 18.624 ; $ 3.985.621 
4717;GP0007;LINEA UNIVERSO;288;288;09/02/2026;No;0;288;PARRA GONZALES JENNY ALEJANDRA;13-mar-26;31-mar-26;CONFECCION;0;288;PIJAMAS;BOGOTA;DAMA;PUNTO; $ 30.900 ; $ 13.504 ; $ 11.938 ; $ 3.753.850 
4725;600858;LINEA UNIVERSO;340;910;15/03/2026;No;0;910;GIRON ACEVEDO JACKELINE;25-mar-26;24-abr-26;CONFECCION;0;910;SHORT;BASICO;DAMA;PUNTO; $ 19.900 ; $ 9.357 ; $ 8.272 ; $ 8.218.665 
4732;JS1201;MODA UNIVERSO 2026 1;220;220;03/02/2026;No;0;220;G & H DENIM TEX S.A.S;24-mar-26;03-abr-26;LAVANDERIA;0;220;JARDINERAS, BRAGAS,;ESPECIALES;DAMA;INDIGO; $ 89.990 ; $ 44.785 ; $ 39.654 ; $ 9.514.054 
4734;JS1202;MODA UNIVERSO 2026 1;220;224;03/02/2026;No;0;224;G & H DENIM TEX S.A.S;24-mar-26;03-abr-26;LAVANDERIA;0;224;JARDINERAS, BRAGAS,;ESPECIALES;DAMA;INDIGO; $ 89.990 ; $ 44.785 ; $ 39.654 ; $ 9.687.037 
4735;JS1203;MODA UNIVERSO 2026 1;220;228;03/02/2026;No;0;228;G & H DENIM TEX S.A.S;16-mar-26;31-mar-26;LAVANDERIA;0;228;JARDINERAS, BRAGAS,;ESPECIALES;DAMA;INDIGO; $ 89.990 ; $ 45.380 ; $ 40.180 ; $ 9.990.960 
4736;JF1203;MODA UNIVERSO 2026 1;250;293;05/02/2026;No;0;293;G & H DENIM TEX S.A.S;24-mar-26;03-abr-26;LAVANDERIA;0;293;JARDINERAS, BRAGAS,;ESPECIALES;DAMA;INDIGO; $ 89.990 ; $ 44.748 ; $ 39.620 ; $ 12.660.413 
4737;JF1204;MODA UNIVERSO 2026 1;250;262;03/02/2026;No;0;262;G & H DENIM TEX S.A.S;27-feb-26;13-mar-26;LAVANDERIA;0;262;JARDINERAS, BRAGAS,;ESPECIALES;DAMA;INDIGO; $ 89.990 ; $ 44.889 ; $ 39.745 ; $ 11.356.600 
4738;MB7624;MODA UNIVERSO 2025;204;180;05/02/2026;No;0;180;ELEJALDE ACOSTA JOHANA;14-feb-26;09-mar-26;CONFECCION;0;180;BLUSAS;MODAFRESCA;DAMA;PLANO; $ 49.990 ; $ 22.764 ; $ 20.124 ; $ 3.954.960 
4739;MB7617;PROMOCION UNIVERSO;300;172;05/02/2026;No;0;172;ELEJALDE ACOSTA JOHANA;21-feb-26;13-mar-26;CONFECCION;0;172;BLUSAS;MODAFRESCA;DAMA;PLANO; $ 39.990 ; $ 16.805 ; $ 14.856 ; $ 2.789.892 
4750;ME1055;LINEA UNIVERSO;512;560;12/02/2026;No;0;560;NARANJO JARAMILLO LUZ ADRIANA;10-mar-26;31-mar-26;CONFECCION;0;560;ENTERIZO;MODAFRESCA;DAMA;PUNTO; $ 39.990 ; $ 14.777 ; $ 13.063 ; $ 7.987.168 
4751;ME1055;LINEA UNIVERSO;520;544;12/02/2026;No;0;544;ORTEGA ANA CECILIA;09-mar-26;10-abr-26;CONFECCION;0;544;ENTERIZO;MODAFRESCA;DAMA;PUNTO; $ 39.990 ; $ 14.777 ; $ 13.063 ; $ 7.758.963 
4753;MV2129;LINEA UNIVERSO;336;315;07/02/2026;No;0;315;PRIETO TAPASCO DIANA MARCELA;14-feb-26;04-mar-26;CONFECCION;0;315;VESTIDOS;MODAFRESCA;DAMA;PLANO; $ 39.990 ; $ 15.028 ; $ 13.285 ; $ 4.569.107 
4763;MB7127;MODA UNIVERSO 2026 1;240;270;12/02/2026;No;0;270;NUÑEZ RAMIREZ CAROLINA;25-mar-26;08-abr-26;BOTON;0;270;BLUSAS;MODAFRESCA;DAMA;PLANO; $ 37.990 ; $ 14.507 ; $ 12.824 ; $ 3.780.567 
4764;MS0401;MODA UNIVERSO 2026 1;500;420;11/02/2026;No;0;420;RODRIGUEZ CARVAJAL ARACELY;06-abr-26;17-abr-26;BOTON;0;420;SHORT;MODAFRESCA;DAMA;PLANO; $ 32.990 ; $ 13.433 ; $ 11.874 ; $ 5.445.426 
4765;806499;MODA UNIVERSO 2026 1;224;208;12/02/2026;No;0;208;NUÑEZ RAMIREZ CAROLINA;10-mar-26;26-mar-26;BOTON;0;208;BLUSAS;BASICO;DAMA;PLANO; $ 52.990 ; $ 22.974 ; $ 20.309 ; $ 4.612.296 
4771;MS0412;MODA UNIVERSO 2026 1;380;380;12/02/2026;No;0;380;DELGADO DELGADO VIVIANA LORENA;24-mar-26;24-abr-26;CONFECCION;0;380;SHORT;MODAFRESCA;DAMA;PLANO; $ 42.990 ; $ 16.362 ; $ 14.464 ; $ 6.001.188 
4774;IC0083;LINEA UNIVERSO;850;840;07/02/2026;No;0;13;KIUTTY BEAUTTY S.A.S;21-feb-26;27-feb-26;ESTAMPADO;840;0;BLUSAS;INTIMA;DAMA;PUNTO; $ 27.900 ; $ 15.327 ; $ 13.549 ; $ -   
4776;IC0083;LINEA UNIVERSO;800;790;11/02/2026;No;0;1;TORRES RESTREPO DAYANARA;13-mar-26;13-mar-26;ESTAMPADO;790;0;BLUSAS;INTIMA;DAMA;PUNTO; $ 27.900 ; $ 15.327 ; $ 13.549 ; $ -   
4795;805504;MODA UNIVERSO 2025;32;32;07/02/2026;Ok;32;0;;;;;0;32;TOP CROP;MODAFRESCA;DAMA;PUNTO; $ 26.990 ; $ 8.635 ; $ 7.633 ; $ 266.701 
4798;MB7492;MODA UNIVERSO 2026 1;200;230;24/02/2026;No;0;230;FIGUEROA TOBAR YENNIFER;24-mar-26;15-abr-26;CONFECCION;0;230;BLUSAS;MODAFRESCA;DAMA;NA; $ 46.990 ; $ 18.520 ; $ 16.371 ; $ 4.111.319 
4799;MF5271;MODA UNIVERSO 2026 1;200;230;24/02/2026;No;0;0;;;;;230;0;FALDAS;MODAFRESCA;DAMA;NA; $ 59.990 ; $ 24.596 ; $ 21.743 ; $ -   
4802;GB0028;LINEA UNIVERSO;650;765;07/02/2026;Ok;0;0;;;;;765;0;BLUSAS;BOGOTA;DAMA;PUNTO; $ 16.990 ; $ 7.742 ; $ 6.855 ; $ -   
4804;GB0029;LINEA UNIVERSO;650;728;06/02/2026;No;0;728;SANTISTEBAN FIGUEREDO ADRIANA;17-mar-26;31-mar-26;CONFECCION;0;728;BLUSAS;BOGOTA;DAMA;PUNTO; $ 16.990 ; $ 6.444 ; $ 5.706 ; $ 4.530.053 
4808;GB0031;LINEA UNIVERSO;504;681;07/02/2026;Ok;681;681;CESPEDES PITA LUZ FAYZULLY;09-feb-26;27-feb-26;CONFECCION;0;681;BLUSAS;BOGOTA;DAMA;PUNTO; $ 18.990 ; $ 9.223 ; $ 8.166 ; $ 6.064.918 
4810;805201;MODA UNIVERSO 2026 1;532;560;11/02/2026;No;0;558;CERON VELASCO ANGELICA ALEXANDRA;26-mar-26;10-abr-26;BOTON;0;560;BLUSAS;BASICO;DAMA;PUNTO; $ 24.990 ; $ 8.591 ; $ 7.595 ; $ 4.643.632 
4811;MB1908;LINEA UNIVERSO;396;429;11/02/2026;No;0;429;ORGANIZACION MERCANTIL DE COLOMBIA ZOMAC S.A.S;19-mar-26;31-mar-26;ESTAMPADO;0;429;BLUSAS;MODAFRESCA;DAMA;PUNTO; $ 26.990 ; $ 10.128 ; $ 8.953 ; $ 4.193.690 
4812;MB1908;LINEA UNIVERSO;396;416;12/02/2026;No;0;415;ORGANIZACION MERCANTIL DE COLOMBIA ZOMAC S.A.S;13-mar-26;31-mar-26;ESTAMPADO;0;416;BLUSAS;MODAFRESCA;DAMA;PUNTO; $ 26.990 ; $ 10.128 ; $ 8.953 ; $ 4.066.608 
4813;MB1908;LINEA UNIVERSO;385;407;12/02/2026;No;0;407;VARGAS CRUZ JHON ALEXANDER;10-mar-26;28-mar-26;ESTAMPADO;0;407;BLUSAS;MODAFRESCA;DAMA;PUNTO; $ 26.990 ; $ 10.128 ; $ 8.953 ; $ 3.978.629 
4814;MB1908;LINEA UNIVERSO;385;363;10/02/2026;No;0;362;ORGANIZACION MERCANTIL DE COLOMBIA ZOMAC S.A.S;20-mar-26;31-mar-26;ESTAMPADO;0;363;BLUSAS;MODAFRESCA;DAMA;PUNTO; $ 26.990 ; $ 10.128 ; $ 8.953 ; $ 3.548.507 
4819;GC6053;LINEA UNIVERSO;704;826;11/02/2026;No;0;826;MORENO VARGAS LISANDRO;06-abr-26;17-abr-26;CONFECCION;0;826;CAMISETAS;BOGOTA;HOMBRE;PUNTO; $ 39.990 ; $ 16.034 ; $ 14.196 ; $ 12.788.628 
4822;GC6053;LINEA UNIVERSO;636;792;13/02/2026;No;0;792;SANTISTEBAN FIGUEREDO ADRIANA;25-feb-26;20-mar-26;CONFECCION;0;792;CAMISETAS;BOGOTA;HOMBRE;PUNTO; $ 39.990 ; $ 16.034 ; $ 14.196 ; $ 12.262.219 
4823;U24477;MODA UNIVERSO 2026 1;189;167;14/02/2026;No;0;167;RAMOS PARRA CLARA INES;12-mar-26;30-mar-26;CONFECCION;0;167;BLUSAS;DEPORTIVO;DAMA;NA; $ 49.990 ; $ 20.028 ; $ 17.705 ; $ 3.228.294 
4826;MB7489;MODA UNIVERSO 2026 1;295;210;05/03/2026;No;0;210;DUQUE VALENCIA ANNGY TATIANA;25-mar-26;20-abr-26;CONFECCION;0;210;BLUSAS;MODAFRESCA;DAMA;NA; $ 39.990 ; $ 17.014 ; $ 15.040 ; $ 3.448.578 
4827;U24510;MODA UNIVERSO 2026 1;306;330;17/02/2026;No;0;330;MUÑOZ MOLINA MARIA DEL MAR;24-feb-26;12-mar-26;CONFECCION;0;330;BLUSAS;DEPORTIVO;DAMA;NA; $ 29.990 ; $ 11.844 ; $ 10.470 ; $ 3.772.494 
4828;U24509;MODA UNIVERSO 2026 1;306;330;17/02/2026;No;0;3;BOLAÑOS DIAZ ANDREA ELIZABETH;23-feb-26;12-mar-26;CONFECCION;330;0;BLUSAS;DEPORTIVO;DAMA;NA; $ 24.990 ; $ 9.591 ; $ 8.479 ; $ -   
4832;805534;MODA UNIVERSO 2026 1;528;576;11/02/2026;No;0;576;DIAGO  ANA ZORAIDA;06-mar-26;17-mar-26;CONFECCION;0;576;BLUSAS;INTIMA;DAMA;NA; $ 22.990 ; $ 11.591 ; $ 10.247 ; $ 6.444.173 
4833;805534;MODA UNIVERSO 2026 1;540;540;10/02/2026;No;0;540;PRADO GARCIA PAOLA ANDREA;14-feb-26;24-feb-26;CONFECCION;0;540;BLUSAS;INTIMA;DAMA;NA; $ 22.990 ; $ 11.591 ; $ 10.247 ; $ 6.041.412 
4836;P12986;MODA UNIVERSO 2026 1;864;847;11/02/2026;No;0;847;GOMEZ FLOREZ ROLANDO ANCISAR;13-abr-26;24-abr-26;TERMINACION;0;847;JEANS;ESPECIALES;DAMA;NA; $ 79.990 ; $ 40.537 ; $ 35.892 ; $ 33.154.545 
4837;P12986;MODA UNIVERSO 2026 1;686;664;09/02/2026;No;0;664;GOMEZ FLOREZ ROLANDO ANCISAR;08-abr-26;17-abr-26;TERMINACION;0;664;JEANS;ESPECIALES;DAMA;NA; $ 79.990 ; $ 40.537 ; $ 35.892 ; $ 25.991.284 
4842;P12986;MODA UNIVERSO 2026 1;504;514;11/02/2026;No;0;514;GOMEZ FLOREZ ROLANDO ANCISAR;14-abr-26;24-abr-26;TERMINACION;0;514;JEANS;ESPECIALES;DAMA;NA; $ 79.990 ; $ 40.537 ; $ 35.892 ; $ 20.119.759 
4843;P12985;MODA UNIVERSO 2026 1;696;685;09/02/2026;No;0;685;GOMEZ FLOREZ ROLANDO ANCISAR;13-abr-26;24-abr-26;TERMINACION;0;685;JEANS;ESPECIALES;DAMA;NA; $ 79.990 ; $ 42.685 ; $ 37.794 ; $ 28.234.125 
4844;P12987;MODA UNIVERSO 2026 1;608;601;09/02/2026;No;0;601;G & H DENIM TEX S.A.S;08-abr-26;30-abr-26;LAVANDERIA;0;601;JEANS;ESPECIALES;DAMA;NA; $ 79.990 ; $ 41.861 ; $ 37.064 ; $ 24.293.562 
4845;P12987;MODA UNIVERSO 2026 1;592;589;11/02/2026;No;0;589;G & H DENIM TEX S.A.S;30-mar-26;10-abr-26;LAVANDERIA;0;589;JEANS;ESPECIALES;DAMA;NA; $ 79.990 ; $ 41.861 ; $ 37.064 ; $ 23.808.499 
4846;P12985;MODA UNIVERSO 2026 1;540;518;16/02/2026;No;0;518;G & H DENIM TEX S.A.S;16-mar-26;31-mar-26;LAVANDERIA;0;518;JEANS;ESPECIALES;DAMA;NA; $ 79.990 ; $ 42.685 ; $ 37.794 ; $ 21.350.769 
4847;P12985;MODA UNIVERSO 2026 1;444;442;14/02/2026;No;0;442;G & H DENIM TEX S.A.S;30-mar-26;10-abr-26;LAVANDERIA;0;442;JEANS;ESPECIALES;DAMA;NA; $ 79.990 ; $ 42.685 ; $ 37.794 ; $ 18.218.223 
